https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1602594000000,2020-10-13 13:00:00,BTC/USDT,11446.71,11449.09,11320.00,11350.88,27606.602,314144639.89026,70130
1602590400000,2020-10-13 12:00:00,BTC/USDT,11486.28,11508.73,11426.00,11446.72,10479.867,120178640.53979,33446
1602586800000,2020-10-13 11:00:00,BTC/USDT,11519.00,11528.37,11460.20,11486.28,7525.080,86549007.73475,28940
1602583200000,2020-10-13 10:00:00,BTC/USDT,11471.41,11562.00,11372.06,11519.01,22556.287,259053826.85340,59435
1602579600000,2020-10-13 09:00:00,BTC/USDT,11487.08,11495.13,11462.13,11471.40,3641.713,41804670.65024,19666
1602576000000,2020-10-13 08:00:00,BTC/USDT,11452.91,11489.98,11443.00,11487.04,5668.869,65022750.45671,23442
1602572400000,2020-10-13 07:00:00,BTC/USDT,11479.50,11479.50,11422.11,11452.92,7094.033,81250592.95797,26526
1602568800000,2020-10-13 06:00:00,BTC/USDT,11507.39,11508.21,11460.07,11479.50,4423.159,50798212.63623,20222
1602565200000,2020-10-13 05:00:00,BTC/USDT,11483.94,11520.57,11478.54,11507.06,4884.336,56191310.68636,19480
1602561600000,2020-10-13 04:00:00,BTC/USDT,11460.94,11489.00,11450.00,11483.94,3507.424,40239546.17732,17509
1602558000000,2020-10-13 03:00:00,BTC/USDT,11487.11,11487.77,11412.00,11460.52,8416.137,96377241.72452,28460
1602554400000,2020-10-13 02:00:00,BTC/USDT,11502.72,11509.21,11459.03,11487.51,5327.091,61186587.61107,23350
1602550800000,2020-10-13 01:00:00,BTC/USDT,11495.48,11514.79,11455.00,11502.72,6662.705,76515191.25278,26992
1602547200000,2020-10-13 00:00:00,BTC/USDT,11530.37,11546.44,11430.66,11496.39,11562.204,132905433.11164,40218
1602543600000,2020-10-12 23:00:00,BTC/USDT,11661.17,11661.18,11435.00,11530.36,23857.701,275414105.86322,65019
1602540000000,2020-10-12 22:00:00,BTC/USDT,11684.90,11705.00,11638.53,11661.17,8332.757,97289161.56545,28100
1602536400000,2020-10-12 21:00:00,BTC/USDT,11560.98,11732.00,11558.01,11684.90,21732.550,253480723.12141,64633
1602532800000,2020-10-12 20:00:00,BTC/USDT,11548.55,11577.76,11530.30,11560.99,5340.661,61722855.64318,20849
1602529200000,2020-10-12 19:00:00,BTC/USDT,11550.00,11576.48,11542.82,11548.46,5417.612,62626743.13755,21110
1602525600000,2020-10-12 18:00:00,BTC/USDT,11559.99,11568.87,11545.00,11550.01,4069.619,47028091.54866,18511
1602522000000,2020-10-12 17:00:00,BTC/USDT,11554.42,11569.89,11529.48,11559.98,7117.332,82207513.15869,26755
1602518400000,2020-10-12 16:00:00,BTC/USDT,11551.67,11579.52,11530.00,11553.52,11975.628,138444907.39555,36820
1602514800000,2020-10-12 15:00:00,BTC/USDT,11469.28,11600.00,11469.28,11551.71,23824.529,274837479.65028,61089
1602511200000,2020-10-12 14:00:00,BTC/USDT,11492.00,11504.92,11452.07,11469.04,13152.320,150971277.24751,38643
1602507600000,2020-10-12 13:00:00,BTC/USDT,11290.45,11548.00,11274.42,11492.00,38608.517,441140529.84240,90384
1602504000000,2020-10-12 12:00:00,BTC/USDT,11246.31,11292.11,11240.30,11290.45,7287.072,82134536.16215,25357
1602500400000,2020-10-12 11:00:00,BTC/USDT,11262.65,11276.30,11241.46,11246.32,8926.747,100475149.88262,29469
1602496800000,2020-10-12 10:00:00,BTC/USDT,11359.32,11368.14,11157.00,11262.64,25689.305,289358305.30394,60925
1602493200000,2020-10-12 09:00:00,BTC/USDT,11358.99,11374.14,11311.00,11359.32,7604.588,86267392.25918,23037
1602489600000,2020-10-12 08:00:00,BTC/USDT,11376.24,11394.64,11358.00,11358.93,3668.232,41728964.06194,16739
1602486000000,2020-10-12 07:00:00,BTC/USDT,11342.02,11392.00,11327.90,11376.31,5941.892,67536871.76343,22715
1602482400000,2020-10-12 06:00:00,BTC/USDT,11398.52,11403.48,11335.30,11342.02,7535.072,85628842.59792,21882
1602478800000,2020-10-12 05:00:00,BTC/USDT,11382.88,11417.76,11375.00,11398.51,3864.735,44053982.29548,18619
1602475200000,2020-10-12 04:00:00,BTC/USDT,11382.49,11392.09,11362.48,11382.88,3440.711,39142606.72335,15765
1602471600000,2020-10-12 03:00:00,BTC/USDT,11398.80,11409.13,11382.48,11382.48,3838.654,43735269.95108,16734
1602468000000,2020-10-12 02:00:00,BTC/USDT,11392.71,11412.59,11371.57,11398.81,3671.952,41823493.19729,16511
1602464400000,2020-10-12 01:00:00,BTC/USDT,11378.37,11403.53,11353.80,11392.70,4749.225,54050903.71853,20473
1602460800000,2020-10-12 00:00:00,BTC/USDT,11369.59,11379.43,11345.86,11376.99,4569.792,51919944.02534,20912
1602457200000,2020-10-11 23:00:00,BTC/USDT,11353.91,11395.67,11345.64,11369.59,5876.112,66816818.64340,24023
1602453600000,2020-10-11 22:00:00,BTC/USDT,11328.70,11359.00,11301.37,11353.91,5574.049,63171533.94006,22648
1602450000000,2020-10-11 21:00:00,BTC/USDT,11329.93,11347.91,11278.00,11328.70,9777.010,110544035.43348,33358
1602446400000,2020-10-11 20:00:00,BTC/USDT,11335.00,11360.99,11327.00,11329.92,4700.727,53346654.92598,20899
1602442800000,2020-10-11 19:00:00,BTC/USDT,11409.00,11414.84,11312.00,11335.00,14190.687,161161396.59181,37642
1602439200000,2020-10-11 18:00:00,BTC/USDT,11424.99,11429.05,11381.68,11409.00,4824.826,55039535.68098,20688
1602435600000,2020-10-11 17:00:00,BTC/USDT,11393.66,11429.09,11392.44,11424.98,3955.360,45141978.32445,19932
1602432000000,2020-10-11 16:00:00,BTC/USDT,11404.70,11427.00,11363.66,11393.67,8176.880,93219992.83869,29731
1602428400000,2020-10-11 15:00:00,BTC/USDT,11379.37,11447.90,11378.83,11404.69,11495.874,131221495.53019,37894
1602424800000,2020-10-11 14:00:00,BTC/USDT,11368.38,11450.73,11351.02,11379.37,15439.883,175908414.63545,44699
1602421200000,2020-10-11 13:00:00,BTC/USDT,11356.83,11385.87,11333.03,11368.38,6050.681,68741418.54690,21651
1602417600000,2020-10-11 12:00:00,BTC/USDT,11376.00,11385.40,11350.50,11356.83,3759.681,42736125.22180,17360
1602414000000,2020-10-11 11:00:00,BTC/USDT,11399.33,11413.78,11352.50,11375.46,7976.618,90796618.01784,25983
1602410400000,2020-10-11 10:00:00,BTC/USDT,11356.49,11411.50,11342.63,11399.33,8091.922,92067690.48307,28057
1602406800000,2020-10-11 09:00:00,BTC/USDT,11348.94,11357.89,11330.26,11356.49,2691.354,30532713.03209,16325
1602403200000,2020-10-11 08:00:00,BTC/USDT,11353.96,11370.00,11339.90,11348.95,3047.503,34602451.37622,16938
1602399600000,2020-10-11 07:00:00,BTC/USDT,11358.96,11370.00,11345.00,11353.96,2344.102,26626732.07043,17038
1602396000000,2020-10-11 06:00:00,BTC/USDT,11339.00,11374.23,11337.22,11358.96,3382.027,38393526.47291,21051
1602392400000,2020-10-11 05:00:00,BTC/USDT,11323.04,11344.99,11305.00,11339.01,3173.158,35946397.37612,17979
1602388800000,2020-10-11 04:00:00,BTC/USDT,11332.17,11340.00,11303.77,11323.04,2928.890,33157135.32689,19788
1602385200000,2020-10-11 03:00:00,BTC/USDT,11356.76,11356.76,11311.00,11332.17,3560.897,40363868.01326,21147
1602381600000,2020-10-11 02:00:00,BTC/USDT,11366.02,11374.00,11347.12,11356.76,2540.257,28854642.03969,18190
1602378000000,2020-10-11 01:00:00,BTC/USDT,11302.99,11399.86,11300.54,11366.84,7184.962,81556631.28253,30644
1602374400000,2020-10-11 00:00:00,BTC/USDT,11294.78,11322.66,11273.77,11303.00,5579.616,63036885.16643,24276
1602370800000,2020-10-10 23:00:00,BTC/USDT,11346.00,11346.00,11264.40,11294.79,10536.511,119045648.84535,35512
1602367200000,2020-10-10 22:00:00,BTC/USDT,11368.27,11368.27,11330.21,11346.00,3466.902,39350477.97036,18515
1602363600000,2020-10-10 21:00:00,BTC/USDT,11365.01,11377.32,11317.76,11368.26,5731.728,65076280.51763,24009
1602360000000,2020-10-10 20:00:00,BTC/USDT,11353.93,11370.87,11340.01,11365.00,2598.630,29510565.93667,16455
1602356400000,2020-10-10 19:00:00,BTC/USDT,11365.00,11374.78,11346.00,11353.93,3451.736,39215601.00737,18322
1602352800000,2020-10-10 18:00:00,BTC/USDT,11355.99,11372.84,11342.55,11365.00,2678.758,30429185.01204,18998
1602349200000,2020-10-10 17:00:00,BTC/USDT,11336.44,11368.40,11330.35,11356.00,3706.895,42069401.24040,19464
1602345600000,2020-10-10 16:00:00,BTC/USDT,11352.50,11378.26,11310.67,11336.45,6169.243,69952937.80014,26372
1602342000000,2020-10-10 15:00:00,BTC/USDT,11352.42,11421.41,11304.62,11352.85,13090.333,148772083.73647,39691
1602338400000,2020-10-10 14:00:00,BTC/USDT,11357.71,11359.47,11321.58,11352.42,4457.432,50555548.41507,22458
1602334800000,2020-10-10 13:00:00,BTC/USDT,11345.22,11388.99,11314.20,11357.70,6414.889,72794264.12392,29116
1602331200000,2020-10-10 12:00:00,BTC/USDT,11317.24,11346.84,11280.86,11345.23,6838.621,77404535.53178,27498
1602327600000,2020-10-10 11:00:00,BTC/USDT,11315.07,11365.51,11298.80,11317.25,6622.643,74998619.26603,32490
1602324000000,2020-10-10 10:00:00,BTC/USDT,11320.02,11323.79,11237.49,11315.06,12321.292,139052396.08248,37420
1602320400000,2020-10-10 09:00:00,BTC/USDT,11376.34,11387.44,11275.01,11320.02,11957.782,135488993.06765,35215
1602316800000,2020-10-10 08:00:00,BTC/USDT,11381.99,11397.59,11364.03,11376.34,3164.978,36020199.25520,17263
1602313200000,2020-10-10 07:00:00,BTC/USDT,11354.25,11387.33,11350.08,11381.99,4041.498,45952978.65425,18583
1602309600000,2020-10-10 06:00:00,BTC/USDT,11374.79,11393.93,11350.40,11354.27,6182.273,70330115.84433,23681
1602306000000,2020-10-10 05:00:00,BTC/USDT,11404.28,11409.37,11362.70,11374.78,5126.588,58370235.34252,22874
1602302400000,2020-10-10 04:00:00,BTC/USDT,11413.86,11424.99,11377.18,11404.28,5504.050,62751107.82330,25496
1602298800000,2020-10-10 03:00:00,BTC/USDT,11390.92,11494.00,11386.15,11413.28,16115.461,184171946.77786,47818
1602295200000,2020-10-10 02:00:00,BTC/USDT,11084.00,11477.00,11076.12,11390.93,51197.524,579781097.69639,131807
1602291600000,2020-10-10 01:00:00,BTC/USDT,11077.00,11088.00,11055.01,11084.01,3759.298,41637228.86744,18603
1602288000000,2020-10-10 00:00:00,BTC/USDT,11050.46,11091.69,11050.46,11077.00,4262.947,47205821.88296,23912
1602284400000,2020-10-09 23:00:00,BTC/USDT,11072.00,11093.54,11050.46,11050.47,5251.090,58144240.15056,24936
1602280800000,2020-10-09 22:00:00,BTC/USDT,11053.47,11075.00,11041.23,11072.00,3179.219,35153354.15517,21141
1602277200000,2020-10-09 21:00:00,BTC/USDT,11031.93,11054.10,11015.00,11054.01,2538.027,27999927.17159,20031
1602273600000,2020-10-09 20:00:00,BTC/USDT,11035.02,11049.55,11027.13,11031.93,2966.099,32746370.05777,18503
1602270000000,2020-10-09 19:00:00,BTC/USDT,11045.99,11050.77,11011.00,11034.15,5154.325,56858523.20703,22246
1602266400000,2020-10-09 18:00:00,BTC/USDT,11055.83,11058.08,11034.00,11045.99,4734.577,52279428.93577,21827
1602262800000,2020-10-09 17:00:00,BTC/USDT,11048.50,11061.90,11044.08,11055.82,3153.419,34850808.66310,16873
1602259200000,2020-10-09 16:00:00,BTC/USDT,11083.80,11103.61,11039.00,11048.51,9185.989,101618349.56919,30806
1602255600000,2020-10-09 15:00:00,BTC/USDT,11057.21,11089.88,11039.64,11083.37,7470.707,82668238.77861,30243
1602252000000,2020-10-09 14:00:00,BTC/USDT,11072.13,11079.61,11032.51,11057.21,5944.084,65728082.44872,25529
1602248400000,2020-10-09 13:00:00,BTC/USDT,11063.43,11080.00,11043.10,11072.12,7686.389,85042801.59390,30354
1602244800000,2020-10-09 12:00:00,BTC/USDT,11049.41,11100.00,11036.60,11063.43,9487.591,104947025.91694,34577
1602241200000,2020-10-09 11:00:00,BTC/USDT,10980.85,11110.00,10979.07,11049.28,29544.575,326364122.12829,74799
1602237600000,2020-10-09 10:00:00,BTC/USDT,10872.99,11019.00,10867.21,10980.92,20254.070,221941529.25516,55651
1602234000000,2020-10-09 09:00:00,BTC/USDT,10893.14,10893.14,10863.81,10872.99,2582.831,28086120.92396,18984
1602230400000,2020-10-09 08:00:00,BTC/USDT,10888.66,10897.08,10878.55,10893.13,4232.225,46077419.98984,20782
1602226800000,2020-10-09 07:00:00,BTC/USDT,10849.16,10900.00,10846.20,10888.66,4924.419,53577595.50715,25350
1602223200000,2020-10-09 06:00:00,BTC/USDT,10858.37,10866.67,10818.44,10849.15,6378.988,69174787.45724,27653
1602219600000,2020-10-09 05:00:00,BTC/USDT,10870.80,10886.12,10855.00,10858.37,2620.777,28487346.11495,17054
1602216000000,2020-10-09 04:00:00,BTC/USDT,10881.55,10888.00,10863.18,10870.79,3004.754,32679533.27003,17227
1602212400000,2020-10-09 03:00:00,BTC/USDT,10895.52,10901.95,10876.21,10881.96,2321.012,25266339.97934,17308
1602208800000,2020-10-09 02:00:00,BTC/USDT,10893.66,10915.00,10885.46,10895.51,2737.611,29842794.07313,19402
1602205200000,2020-10-09 01:00:00,BTC/USDT,10873.30,10895.48,10867.56,10893.67,2583.426,28112280.35212,20493
1602201600000,2020-10-09 00:00:00,BTC/USDT,10919.45,10934.43,10854.00,10873.31,6400.614,69701154.13461,28916
1602198000000,2020-10-08 23:00:00,BTC/USDT,10888.63,10931.28,10872.43,10919.45,4883.713,53228363.56716,22158
1602194400000,2020-10-08 22:00:00,BTC/USDT,10871.82,10902.86,10870.00,10888.97,2969.211,32338462.45013,20844
1602190800000,2020-10-08 21:00:00,BTC/USDT,10883.30,10897.85,10865.00,10871.82,2465.483,26823546.54864,22188
1602187200000,2020-10-08 20:00:00,BTC/USDT,10873.72,10897.60,10857.28,10883.30,3463.406,37670130.78310,24540
1602183600000,2020-10-08 19:00:00,BTC/USDT,10866.11,10889.70,10850.68,10873.71,3464.162,37666138.33652,20812
1602180000000,2020-10-08 18:00:00,BTC/USDT,10875.88,10890.22,10836.34,10866.11,6843.478,74345041.00356,29897
1602176400000,2020-10-08 17:00:00,BTC/USDT,10916.64,10951.99,10858.73,10875.88,13956.152,152075154.09388,41934
1602172800000,2020-10-08 16:00:00,BTC/USDT,10892.69,10929.78,10874.75,10916.64,11144.078,121497793.13863,42003
1602169200000,2020-10-08 15:00:00,BTC/USDT,10909.95,10935.59,10855.50,10892.69,16426.132,178927492.67600,54486
1602165600000,2020-10-08 14:00:00,BTC/USDT,10731.86,10958.00,10707.25,10909.99,42952.689,465638074.11941,100222
1602162000000,2020-10-08 13:00:00,BTC/USDT,10634.86,10747.96,10614.00,10731.86,30203.162,323413109.77671,78920
1602158400000,2020-10-08 12:00:00,BTC/USDT,10598.99,10645.00,10586.31,10633.53,7472.478,79383501.87962,29304
1602154800000,2020-10-08 11:00:00,BTC/USDT,10602.43,10605.00,10588.91,10598.42,2822.863,29915021.75520,19726
1602151200000,2020-10-08 10:00:00,BTC/USDT,10558.48,10627.09,10553.50,10602.43,9153.328,97015717.44923,34996
1602147600000,2020-10-08 09:00:00,BTC/USDT,10557.06,10573.00,10523.00,10558.48,9677.771,102118710.92346,33271
1602144000000,2020-10-08 08:00:00,BTC/USDT,10586.30,10600.21,10543.00,10557.07,6301.063,66642528.84668,24573
1602140400000,2020-10-08 07:00:00,BTC/USDT,10618.48,10618.49,10557.14,10586.29,11758.059,124521323.96665,34540
1602136800000,2020-10-08 06:00:00,BTC/USDT,10608.82,10625.00,10598.99,10618.48,3663.520,38877923.60956,16544
1602133200000,2020-10-08 05:00:00,BTC/USDT,10629.00,10633.16,10594.82,10608.82,6275.667,66605555.26669,21310
1602129600000,2020-10-08 04:00:00,BTC/USDT,10634.23,10640.97,10624.56,10629.01,1684.051,17906845.74629,14965
1602126000000,2020-10-08 03:00:00,BTC/USDT,10632.46,10648.00,10630.76,10634.23,2196.748,23370854.90038,14864
1602122400000,2020-10-08 02:00:00,BTC/USDT,10634.99,10637.00,10615.51,10632.46,1936.800,20582835.97363,13650
1602118800000,2020-10-08 01:00:00,BTC/USDT,10637.34,10640.97,10612.00,10634.99,3763.073,39991379.03554,21356
1602115200000,2020-10-08 00:00:00,BTC/USDT,10658.75,10664.77,10634.71,10637.33,2461.774,26208637.63375,17287
1602111600000,2020-10-07 23:00:00,BTC/USDT,10654.89,10666.00,10646.00,10658.75,2345.059,24993329.11224,17944
1602108000000,2020-10-07 22:00:00,BTC/USDT,10656.92,10656.99,10637.00,10654.89,2201.268,23434436.77233,16090
1602104400000,2020-10-07 21:00:00,BTC/USDT,10653.86,10661.50,10648.00,10656.92,1729.229,18425253.27897,17147
1602100800000,2020-10-07 20:00:00,BTC/USDT,10646.62,10661.91,10635.01,10653.86,2514.845,26784051.08994,16082
1602097200000,2020-10-07 19:00:00,BTC/USDT,10660.03,10675.00,10645.01,10645.92,4568.533,48702175.94149,18113
1602093600000,2020-10-07 18:00:00,BTC/USDT,10631.59,10668.92,10623.31,10660.03,7182.209,76487218.11345,21148
1602090000000,2020-10-07 17:00:00,BTC/USDT,10620.00,10638.73,10610.27,10631.04,3684.394,39146836.53788,17922
1602086400000,2020-10-07 16:00:00,BTC/USDT,10624.87,10628.44,10593.00,10619.99,4991.295,52970376.64160,22701
1602082800000,2020-10-07 15:00:00,BTC/USDT,10627.26,10645.62,10610.00,10624.88,6779.849,72056606.74103,27758
1602079200000,2020-10-07 14:00:00,BTC/USDT,10605.09,10630.00,10590.00,10627.29,5740.469,60905468.93558,24477
1602075600000,2020-10-07 13:00:00,BTC/USDT,10618.30,10634.94,10603.81,10605.07,4424.468,46975282.26468,23767
1602072000000,2020-10-07 12:00:00,BTC/USDT,10592.28,10628.60,10592.27,10618.09,6424.577,68181274.42971,29371
1602068400000,2020-10-07 11:00:00,BTC/USDT,10589.94,10599.00,10574.02,10592.28,3287.295,34807189.20063,21421
1602064800000,2020-10-07 10:00:00,BTC/USDT,10579.01,10593.97,10563.08,10589.85,4773.232,50494273.70298,23654
1602061200000,2020-10-07 09:00:00,BTC/USDT,10605.67,10619.41,10577.94,10579.00,6315.873,66929639.45138,26709
1602057600000,2020-10-07 08:00:00,BTC/USDT,10612.17,10619.48,10586.42,10605.67,4443.758,47111417.18425,20198
1602054000000,2020-10-07 07:00:00,BTC/USDT,10615.34,10624.98,10592.41,10612.16,4733.452,50207277.32461,17982
1602050400000,2020-10-07 06:00:00,BTC/USDT,10601.29,10623.00,10593.68,10615.34,5503.269,58379189.80541,21302
1602046800000,2020-10-07 05:00:00,BTC/USDT,10582.58,10606.66,10571.67,10601.29,5415.336,57374841.14679,22451
1602043200000,2020-10-07 04:00:00,BTC/USDT,10571.35,10590.00,10566.11,10582.59,2470.947,26135724.26462,15146
1602039600000,2020-10-07 03:00:00,BTC/USDT,10587.00,10593.29,10568.04,10571.35,3572.150,37788731.84589,16502
1602036000000,2020-10-07 02:00:00,BTC/USDT,10577.53,10600.00,10576.08,10586.14,3207.869,33962137.94374,17002
1602032400000,2020-10-07 01:00:00,BTC/USDT,10586.88,10594.70,10540.29,10577.38,6263.821,66194489.11906,26301
1602028800000,2020-10-07 00:00:00,BTC/USDT,10593.65,10600.00,10570.32,10586.88,4127.325,43677910.10350,21700
1602025200000,2020-10-06 23:00:00,BTC/USDT,10580.67,10609.62,10565.01,10593.65,5422.372,57402330.09122,24608
1602021600000,2020-10-06 22:00:00,BTC/USDT,10563.62,10590.80,10558.55,10580.65,4482.459,47424173.16380,25075
1602018000000,2020-10-06 21:00:00,BTC/USDT,10544.61,10575.63,10524.63,10563.64,5906.821,62338166.66199,27964
1602014400000,2020-10-06 20:00:00,BTC/USDT,10565.00,10575.00,10510.66,10544.61,11146.696,117583962.18341,39602
1602010800000,2020-10-06 19:00:00,BTC/USDT,10596.51,10606.62,10528.24,10565.00,27716.811,292897058.20802,65414
1602007200000,2020-10-06 18:00:00,BTC/USDT,10705.97,10729.00,10575.00,10597.55,17217.566,183236787.94722,46332
1602003600000,2020-10-06 17:00:00,BTC/USDT,10717.43,10726.00,10695.80,10705.97,3133.546,33554402.29244,21001
1602000000000,2020-10-06 16:00:00,BTC/USDT,10726.87,10743.99,10706.00,10717.43,7210.029,77318898.69908,30787
1601996400000,2020-10-06 15:00:00,BTC/USDT,10665.19,10753.00,10613.00,10726.87,21349.053,227891378.43339,65962
1601992800000,2020-10-06 14:00:00,BTC/USDT,10671.83,10696.76,10651.01,10665.18,8166.539,87167633.42371,30151
1601989200000,2020-10-06 13:00:00,BTC/USDT,10695.61,10714.90,10668.03,10671.83,5498.814,58801208.51581,22006
1601985600000,2020-10-06 12:00:00,BTC/USDT,10693.32,10717.00,10680.05,10695.48,4619.027,49429421.18847,21944
1601982000000,2020-10-06 11:00:00,BTC/USDT,10696.51,10709.70,10650.00,10693.32,14348.426,153182731.85669,49343
1601978400000,2020-10-06 10:00:00,BTC/USDT,10738.69,10748.23,10695.10,10696.80,5231.156,56060157.03416,23504
1601974800000,2020-10-06 09:00:00,BTC/USDT,10735.31,10751.69,10727.07,10738.69,3607.839,38744142.32036,17430
1601971200000,2020-10-06 08:00:00,BTC/USDT,10705.00,10736.75,10695.49,10735.32,5220.745,55935971.37702,23905
1601967600000,2020-10-06 07:00:00,BTC/USDT,10737.20,10757.84,10701.00,10705.00,7242.075,77700386.26337,26604
1601964000000,2020-10-06 06:00:00,BTC/USDT,10741.69,10748.49,10725.36,10737.20,2909.872,31238491.59202,19352
1601960400000,2020-10-06 05:00:00,BTC/USDT,10758.44,10758.45,10734.16,10741.69,4313.290,46350686.18251,19947
1601956800000,2020-10-06 04:00:00,BTC/USDT,10757.71,10777.00,10753.77,10758.45,3087.687,33245142.80259,15625
1601953200000,2020-10-06 03:00:00,BTC/USDT,10753.20,10781.00,10745.19,10757.71,3185.999,34291072.53661,19451
1601949600000,2020-10-06 02:00:00,BTC/USDT,10755.97,10784.99,10752.11,10753.20,3724.798,40097880.33083,19093
1601946000000,2020-10-06 01:00:00,BTC/USDT,10746.81,10764.21,10734.46,10755.97,3435.861,36935242.69052,18183
1601942400000,2020-10-06 00:00:00,BTC/USDT,10784.99,10792.00,10741.00,10746.81,6717.769,72325279.16208,26188
1601938800000,2020-10-05 23:00:00,BTC/USDT,10739.93,10792.00,10728.13,10785.00,8547.882,92020143.73397,27749
1601935200000,2020-10-05 22:00:00,BTC/USDT,10734.09,10760.00,10734.07,10739.93,3668.271,39425235.85925,18038
1601931600000,2020-10-05 21:00:00,BTC/USDT,10730.85,10760.00,10722.00,10734.08,3736.229,40128205.16057,18943
1601928000000,2020-10-05 20:00:00,BTC/USDT,10724.12,10751.81,10722.42,10730.84,4749.552,50991130.96488,21034
1601924400000,2020-10-05 19:00:00,BTC/USDT,10709.73,10737.77,10704.99,10724.01,5148.163,55213713.00888,24810
1601920800000,2020-10-05 18:00:00,BTC/USDT,10689.61,10711.95,10675.50,10709.73,4885.068,52216549.71938,25561
1601917200000,2020-10-05 17:00:00,BTC/USDT,10736.31,10736.48,10681.23,10689.61,3957.331,42378412.81056,24755
1601913600000,2020-10-05 16:00:00,BTC/USDT,10718.58,10736.80,10692.49,10736.35,4931.220,52837173.56092,28870
1601910000000,2020-10-05 15:00:00,BTC/USDT,10718.17,10728.55,10701.98,10718.57,4283.793,45898334.84748,21859
1601906400000,2020-10-05 14:00:00,BTC/USDT,10717.47,10770.49,10707.01,10718.17,13859.743,148753460.22041,45650
1601902800000,2020-10-05 13:00:00,BTC/USDT,10686.61,10729.96,10686.60,10717.47,11654.451,124804797.80391,39703
1601899200000,2020-10-05 12:00:00,BTC/USDT,10658.42,10690.00,10650.00,10686.61,5696.759,60805145.41125,25075
1601895600000,2020-10-05 11:00:00,BTC/USDT,10674.69,10687.00,10656.45,10658.41,4192.568,44739572.84812,18076
1601892000000,2020-10-05 10:00:00,BTC/USDT,10671.53,10678.00,10650.70,10674.69,3228.411,34427939.42469,16739
1601888400000,2020-10-05 09:00:00,BTC/USDT,10665.42,10683.59,10655.06,10671.52,2765.269,29512597.23231,20097
1601884800000,2020-10-05 08:00:00,BTC/USDT,10677.99,10685.99,10661.71,10665.42,4080.645,43555713.45301,22404
1601881200000,2020-10-05 07:00:00,BTC/USDT,10631.27,10683.71,10620.12,10677.99,7384.899,78694906.53952,30050
1601877600000,2020-10-05 06:00:00,BTC/USDT,10669.05,10669.05,10608.90,10631.27,6990.151,74311597.24127,29710
1601874000000,2020-10-05 05:00:00,BTC/USDT,10649.99,10672.01,10645.33,10669.05,2505.654,26706936.99064,17481
1601870400000,2020-10-05 04:00:00,BTC/USDT,10659.44,10665.00,10640.00,10650.00,4967.783,52907593.99440,25053
1601866800000,2020-10-05 03:00:00,BTC/USDT,10701.00,10705.16,10655.00,10659.44,4284.411,45742544.45784,21409
1601863200000,2020-10-05 02:00:00,BTC/USDT,10684.59,10705.19,10678.63,10700.99,2692.921,28797283.17744,17808
1601859600000,2020-10-05 01:00:00,BTC/USDT,10697.56,10705.03,10680.72,10684.59,2655.488,28394248.04534,18006
1601856000000,2020-10-05 00:00:00,BTC/USDT,10660.16,10738.77,10651.13,10697.36,9722.475,104095916.47839,34987
1601852400000,2020-10-04 23:00:00,BTC/USDT,10651.95,10668.35,10638.78,10660.16,2998.391,31947090.88410,17467
1601848800000,2020-10-04 22:00:00,BTC/USDT,10640.51,10674.81,10634.09,10651.99,3237.449,34489899.44199,20225
1601845200000,2020-10-04 21:00:00,BTC/USDT,10637.75,10661.90,10637.48,10640.50,2974.443,31673151.72561,18797
1601841600000,2020-10-04 20:00:00,BTC/USDT,10667.94,10685.00,10628.08,10637.74,5897.332,62857491.38977,28012
1601838000000,2020-10-04 19:00:00,BTC/USDT,10624.23,10694.00,10622.46,10667.93,11234.710,119795523.08815,41944
1601834400000,2020-10-04 18:00:00,BTC/USDT,10600.80,10646.00,10590.22,10624.23,8098.602,86035106.24591,33923
1601830800000,2020-10-04 17:00:00,BTC/USDT,10595.00,10604.98,10585.34,10601.37,1813.987,19221638.84214,13359
1601827200000,2020-10-04 16:00:00,BTC/USDT,10586.81,10599.36,10572.74,10595.00,2125.440,22506213.48335,16576
1601823600000,2020-10-04 15:00:00,BTC/USDT,10598.00,10602.41,10582.66,10586.81,1875.364,19866979.53733,14600
1601820000000,2020-10-04 14:00:00,BTC/USDT,10605.51,10608.85,10582.00,10598.00,2410.667,25543160.67133,17610
1601816400000,2020-10-04 13:00:00,BTC/USDT,10598.00,10614.00,10590.73,10605.51,3864.682,40981618.67476,22040
1601812800000,2020-10-04 12:00:00,BTC/USDT,10594.19,10603.74,10568.00,10598.00,2772.286,29348542.72784,18537
1601809200000,2020-10-04 11:00:00,BTC/USDT,10581.49,10603.85,10569.00,10594.20,3000.522,31762005.58125,19553
1601805600000,2020-10-04 10:00:00,BTC/USDT,10590.77,10593.43,10564.39,10581.49,3898.535,41233951.63617,21162
1601802000000,2020-10-04 09:00:00,BTC/USDT,10592.93,10598.99,10577.00,10590.77,2587.521,27400109.88364,17256
1601798400000,2020-10-04 08:00:00,BTC/USDT,10607.86,10616.00,10581.21,10592.93,3643.921,38622346.57084,19037
1601794800000,2020-10-04 07:00:00,BTC/USDT,10611.02,10625.39,10596.00,10607.86,3570.029,37869970.65010,22360
1601791200000,2020-10-04 06:00:00,BTC/USDT,10557.04,10648.00,10557.04,10611.02,10078.514,106906667.59526,35676
